date,ct1_close,ct2_close,ct3_close,atm_iv_30d,ct1_ct2_spread,ct2_ct3_spread,si_carry_approx,pct_si_approx,hv30,hv60,iv_hv30_ratio,atm_iv_zscore_1yr,iv_hv30_ratio_zscore,pct_si_zscore_1yr,ct1_ct2_zscore
2023-07-06,79.88,79.79,79.96,22.27,0.09,-0.17,2.5285,-3.5594,26.542,29.4005,0.839,,,0.5076,-0.6237
2023-07-07,81.17,80.98,81.04,21.8,0.19,-0.06,2.5451,-7.4653,26.902,29.5844,0.8103,,,0.4367,-0.5555
2023-07-10,79.25,79.39,79.61,22.84,-0.14,-0.22,2.5203,5.5549,26.2273,29.9716,0.8708,,,0.6477,-0.7555
2023-07-11,82.12,81.88,81.88,22.68,0.24,0.0,2.5573,-9.3849,27.6556,30.7941,0.8201,,,0.3906,-0.5108
2023-07-12,81.65,81.73,81.77,22.3,-0.08,-0.04,2.5512,3.1358,25.1493,30.7929,0.8867,,,0.5961,-0.707
2023-07-13,81.68,81.75,81.73,21.32,-0.07,0.02,2.5516,2.7434,25.0278,30.7716,0.8519,,,0.5833,-0.6948
2023-07-14,81.22,81.35,81.32,21.36,-0.13,0.03,2.5457,5.1067,25.0202,30.6252,0.8537,,,0.6179,-0.7272
2023-07-17,82.13,82.04,82.03,21.32,0.09,0.01,2.5574,-3.5192,22.9645,30.5583,0.9284,,,0.4629,-0.5795
2023-07-18,82.25,82.22,82.2,21.35,0.03,0.02,2.559,-1.1723,22.9686,28.8002,0.9295,,,0.4975,-0.6123
2023-07-20,84.31,84.3,84.21,21.44,0.01,0.09,2.5855,-0.3868,23.2967,28.9185,0.9203,,,0.5051,-0.6136
2023-07-21,84.48,84.43,84.48,21.38,0.05,-0.05,2.5877,-1.9322,23.283,28.3872,0.9183,,,0.4715,-0.5812
2023-07-24,85.16,85.15,85.1,21.4,0.01,0.05,2.5964,-0.3851,23.2716,28.3688,0.9196,,,0.4929,-0.6017
2023-07-25,87.07,86.99,86.73,21.44,0.08,0.26,2.621,-3.0523,24.0849,28.1898,0.8902,,,0.4387,-0.5488
2023-07-26,87.93,87.92,87.56,21.31,0.01,0.36,2.6321,-0.3799,24.0954,28.2309,0.8844,,,0.4807,-0.5898
2023-07-27,84.38,84.57,84.55,21.18,-0.19,0.02,2.5864,7.3461,26.9692,29.019,0.7853,,,0.6157,-0.7193
2023-07-28,84.26,84.41,84.45,21.14,-0.15,-0.04,2.5848,5.8032,26.7392,28.9102,0.7906,,,0.5814,-0.686
2023-07-31,84.72,84.75,84.71,20.37,-0.03,0.04,2.5908,1.1579,26.3751,28.5898,0.7723,,,0.4892,-0.5977
2023-08-01,86.22,86.35,86.35,20.41,-0.13,0.0,2.6101,4.9807,26.6689,27.7961,0.7653,,,0.5545,-0.6605
2023-08-02,84.59,84.75,84.87,20.41,-0.16,-0.12,2.5891,6.1798,27.1516,27.5977,0.7517,,,0.571,-0.6752
2023-08-03,84.7,84.81,84.88,20.42,-0.11,-0.07,2.5905,4.2463,26.5825,27.5564,0.7682,,,0.5283,-0.6347
2023-08-04,84.29,84.4,84.5,19.39,-0.11,-0.1,2.5852,4.255,26.6526,26.9377,0.7275,,,0.5223,-0.6289
2023-08-07,85.34,85.45,85.59,21.22,-0.11,-0.14,2.5988,4.2327,26.2725,27.0335,0.8077,,,0.516,-0.6231
2023-08-08,85.2,85.27,85.41,21.29,-0.07,-0.14,2.597,2.6954,25.8886,26.8551,0.8224,,,0.4809,-0.5896
2023-08-09,85.35,85.42,85.55,21.28,-0.07,-0.13,2.5989,2.6934,25.8638,26.7707,0.8228,,,0.4753,-0.584
2023-08-10,86.15,86.15,86.24,22.38,0.0,-0.09,2.6092,0,24.5215,26.4492,0.9127,,,0.4178,-0.5291
2023-08-11,87.89,87.67,87.54,22.37,0.22,0.13,2.6316,-8.3599,24.827,26.6412,0.901,,,0.2505,-0.3694
2023-08-14,86.47,86.31,86.21,22.4,0.16,0.1,2.6133,-6.1225,24.8866,25.4632,0.9001,,,0.2889,-0.4056
2023-08-15,85.1,85.01,85.01,22.35,0.09,0.0,2.5957,-3.4673,24.7951,25.6634,0.9014,,,0.3347,-0.4491
2023-08-16,84.72,84.64,84.68,24.02,0.08,-0.04,2.5908,-3.0878,24.395,25.6767,0.9846,,,0.3365,-0.4502
2023-08-17,83.61,83.58,83.68,24.73,0.03,-0.1,2.5765,-1.1644,24.7209,25.6028,1.0004,,,0.3682,-0.4796
2023-08-18,83.62,83.55,83.68,20.12,0.07,-0.13,2.5766,-2.7168,24.3371,25.4982,0.8267,,,0.3315,-0.4446
2023-08-21,83.71,83.66,83.75,20.96,0.05,-0.09,2.5778,-1.9396,23.162,24.6373,0.9049,,,0.3409,-0.453
2023-08-22,84.36,84.29,84.35,21.07,0.07,-0.06,2.5861,-2.7068,20.9354,24.3181,1.0064,,,0.3189,-0.4323
2023-08-23,85.82,85.69,85.6,21.03,0.13,0.09,2.6049,-4.9906,21.3524,23.2059,0.9849,,,0.2664,-0.3823
2023-08-24,86.09,86.04,86.01,20.94,0.05,0.03,2.6084,-1.9169,21.353,23.1648,0.9807,,,0.3225,-0.4348
2023-08-25,87.31,87.19,87.0,21.0,0.12,0.19,2.6241,-4.573,21.5233,23.2913,0.9757,,,0.2619,-0.3767
2023-08-28,86.87,86.73,86.64,21.0,0.14,0.09,2.6185,-5.3466,21.464,22.222,0.9784,,,0.2399,-0.3552
2023-08-29,86.89,86.8,86.73,21.59,0.09,0.07,2.6187,-3.4368,21.469,22.2033,1.0056,,,0.2725,-0.3862
2023-08-30,87.88,87.74,87.68,22.41,0.14,0.06,2.6315,-5.3202,21.1117,22.0982,1.0615,,,0.227,-0.3416
2023-08-31,87.82,87.73,87.68,22.19,0.09,0.05,2.6307,-3.4211,21.066,22.0656,1.0534,,,0.2597,-0.3733
2023-09-01,89.95,89.77,89.7,22.14,0.18,0.07,2.6581,-6.7718,22.0623,22.5631,1.0035,,,0.1822,-0.2974
2023-09-05,88.76,88.69,88.6,21.48,0.07,0.09,2.6428,-2.6487,22.4279,22.6746,0.9577,,,0.2622,-0.3761
2023-09-06,87.0,87.1,87.22,20.98,-0.1,-0.12,2.6201,3.8166,22.3624,23.0621,0.9382,,,0.3939,-0.5026
2023-09-07,85.38,85.56,85.73,20.83,-0.18,-0.17,2.5993,6.9249,22.8008,23.3582,0.9136,,,0.4545,-0.5594
2023-09-08,85.91,86.09,86.28,21.1,-0.18,-0.19,2.6061,6.9069,19.4217,23.3005,1.0864,,,0.4478,-0.5534
2023-09-11,87.78,87.95,88.01,22.01,-0.17,-0.06,2.6302,6.4634,20.3323,23.5525,1.0825,,,0.4317,-0.5393
2023-09-12,88.3,88.52,88.65,21.89,-0.22,-0.13,2.6369,8.3431,20.3408,23.3525,1.0762,,,0.4668,-0.5739
2023-09-14,87.8,88.23,88.41,20.75,-0.43,-0.18,2.6304,16.3473,19.7033,23.5213,1.0531,,,0.6388,-0.7344
2023-09-15,86.44,87.36,87.84,20.79,-0.92,-0.48,2.6129,35.2099,20.2995,23.4806,1.0242,,,1.0572,-1.1354
2023-09-20,86.86,87.61,88.13,20.15,-0.75,-0.52,2.6183,28.6445,20.2059,23.1253,0.9972,,,0.9044,-0.9783
2023-09-21,86.47,87.27,87.9,20.02,-0.8,-0.63,2.6133,30.6126,20.2572,23.1353,0.9883,,,0.9453,-1.0157
2023-09-25,88.17,88.76,89.14,23.48,-0.59,-0.38,2.6352,22.3892,20.755,22.776,1.1313,,,0.751,-0.8228
2023-09-26,88.18,88.56,88.85,22.4,-0.38,-0.29,2.6353,14.4196,20.1652,22.4651,1.1108,,,0.5597,-0.6336
2023-09-28,88.71,89.25,89.53,22.39,-0.54,-0.28,2.6421,20.4383,19.4867,21.8909,1.149,,,0.6963,-0.7634
2023-09-29,87.15,87.92,88.5,22.59,-0.77,-0.58,2.6221,29.3658,19.8274,22.2177,1.1393,,,0.9049,-0.9636
2023-10-02,87.75,88.59,89.18,23.22,-0.84,-0.59,2.6298,31.9416,19.8862,22.0398,1.1676,,,0.963,-1.0204
2023-10-04,87.01,87.86,88.39,23.4,-0.85,-0.53,2.6203,32.439,19.9323,20.2664,1.174,,,0.971,-1.0145
2023-10-10,85.45,87.26,88.22,23.16,-1.81,-0.96,2.6002,69.61,19.6761,20.5059,1.1771,,,1.8817,-1.8351
2023-10-12,84.92,86.66,87.63,22.63,-1.74,-0.97,2.5933,67.096,19.3777,20.2107,1.1678,,,1.8112,-1.7384
2023-10-16,85.15,87.05,88.26,21.55,-1.9,-1.21,2.5963,73.1811,18.5879,20.4674,1.1594,,,1.9561,-1.8449
2023-10-17,83.23,85.43,86.79,22.36,-2.2,-1.36,2.5716,85.5499,19.2878,20.9298,1.1593,,,2.2514,-2.0858
2023-10-18,84.24,86.25,87.41,23.23,-2.01,-1.16,2.5846,77.7683,18.9415,20.5634,1.2264,,,2.0428,-1.8953
2023-10-19,84.27,86.18,87.28,22.92,-1.91,-1.1,2.585,73.8878,18.1826,20.4505,1.2605,,,1.9346,-1.7874
2023-10-24,82.93,84.68,85.57,22.52,-1.75,-0.89,2.5677,68.1544,18.6305,19.5369,1.2088,,,1.7794,-1.5958
2023-10-26,84.59,86.12,86.9,22.46,-1.53,-0.78,2.5891,59.0939,18.4301,19.0191,1.2187,,,1.5377,-1.3808
2023-10-27,84.38,86.13,86.98,21.43,-1.75,-0.85,2.5864,67.6616,17.9266,19.0239,1.1954,,,1.7438,-1.554
2023-11-01,79.44,81.68,82.87,21.87,-2.24,-1.19,2.5228,88.7902,19.8652,20.0759,1.1009,,,2.2639,-1.906
2023-11-02,79.8,82.24,83.34,22.86,-2.44,-1.1,2.5274,96.5419,19.9769,20.1011,1.1443,,,2.4301,-2.0462
2023-11-03,79.62,82.12,83.18,21.64,-2.5,-1.06,2.5251,99.006,19.9442,19.9837,1.085,,,2.4579,-2.0688
2023-11-06,78.0,80.92,82.0,22.75,-2.92,-1.08,2.5042,116.6041,18.6852,19.8645,1.2175,,,2.859,-2.3753
2023-11-07,76.48,79.37,80.49,23.29,-2.89,-1.12,2.4847,116.3118,19.1729,19.9806,1.2147,,,2.802,-2.3172
2023-11-08,74.89,77.7,79.09,24.54,-2.81,-1.39,2.4642,114.033,19.6443,20.1565,1.2492,,,2.6995,-2.2244
2023-11-10,77.32,79.5,80.28,20.68,-2.18,-0.78,2.4955,87.3572,21.0588,20.7291,0.982,,,2.0184,-1.6851
2023-11-14,78.68,81.15,81.88,19.31,-2.47,-0.73,2.513,98.2889,21.6425,21.0128,0.8922,,,2.2557,-1.8847
2023-11-15,78.41,81.01,81.74,17.73,-2.6,-0.73,2.5095,103.6063,21.639,20.9383,0.8194,,,2.3513,-1.9664
2023-11-16,78.68,80.88,81.63,17.78,-2.2,-0.75,2.513,87.5448,21.7217,20.6101,0.8185,,,1.9422,-1.637
2023-11-20,77.97,81.25,81.96,18.67,-3.28,-0.71,2.5039,130.9956,21.7401,20.465,0.8588,,,2.9309,-2.4318
2023-11-21,77.34,80.69,81.43,18.17,-3.35,-0.74,2.4958,134.2255,21.3864,20.4948,0.8496,,,2.9442,-2.4489
2023-11-22,79.58,80.9,81.45,18.41,-1.32,-0.55,2.5246,52.2855,23.2875,21.4236,0.7906,,,1.0381,-0.875
2023-11-27,78.59,79.26,79.87,20.25,-0.67,-0.61,2.5118,26.6741,23.8546,21.8282,0.8489,,,0.4542,-0.364
2023-11-28,78.6,79.6,80.24,20.04,-1.0,-0.64,2.512,39.8089,23.7602,21.1605,0.8434,,,0.7458,-0.614
2023-11-29,78.59,79.59,80.23,19.64,-1.0,-0.64,2.5118,39.8121,22.9865,21.0381,0.8544,,,0.7402,-0.6081
2023-11-30,79.4,80.06,80.7,19.71,-0.66,-0.64,2.5223,26.1666,22.8967,20.846,0.8608,,,0.4281,-0.3392
2023-12-01,79.42,80.12,80.77,19.71,-0.7,-0.65,1.6817,41.62,22.8958,20.535,0.8609,,,0.772,-0.3649
2023-12-05,79.68,80.27,80.73,21.23,-0.59,-0.46,1.6839,35.04,21.9708,20.1955,0.9663,,,0.6196,-0.2711
2023-12-06,79.75,80.45,80.93,21.3,-0.7,-0.48,1.6845,41.56,21.851,20.1417,0.9748,,,0.7613,-0.3533
2023-12-07,82.59,83.07,83.29,22.06,-0.48,-0.22,1.7089,28.09,24.0414,21.2713,0.9176,,,0.4537,-0.1784
2023-12-08,81.44,82.04,82.45,20.74,-0.6,-0.41,1.699,35.31,24.1675,21.3082,0.8582,,,0.6119,-0.2701
2023-12-14,80.81,81.49,81.94,19.88,-0.68,-0.45,1.6936,40.15,22.325,21.1425,0.8905,,,0.7151,-0.3242
2023-12-20,79.21,80.06,80.56,20.76,-0.85,-0.5,1.6799,50.6,21.1101,20.546,0.9834,,,0.9439,-0.4478
2023-12-21,79.13,80.02,80.43,20.88,-0.89,-0.41,1.6792,53.0,20.0537,20.5362,1.0412,,,0.9912,-0.4745
2023-12-22,79.76,80.64,81.07,21.87,-0.88,-0.43,1.6846,52.24,19.2648,20.5916,1.1352,,,0.9676,-0.4622
2023-12-26,80.05,80.97,81.6,22.22,-0.92,-0.63,1.6871,54.53,19.0885,20.348,1.1641,,,1.0131,-0.4894
2023-12-27,80.53,81.56,82.19,22.16,-1.03,-0.63,1.6912,60.9,19.1383,20.3335,1.1579,,,1.1523,-0.5719
2023-12-28,80.95,81.9,82.42,22.19,-0.95,-0.52,1.6948,56.05,18.7103,20.3731,1.186,,,1.0338,-0.5059
2023-12-29,81.0,82.15,82.83,22.12,-1.15,-0.68,1.6952,67.84,18.6646,20.3633,1.1851,,,1.299,-0.6584
2024-01-02,79.94,81.08,81.86,22.36,-1.14,-0.78,1.6862,67.61,19.0983,20.4936,1.1708,,,1.2855,-0.6469
2024-01-03,80.93,82.08,82.79,22.04,-1.15,-0.71,1.6946,67.86,19.3908,20.6157,1.1366,,,1.283,-0.6508
2024-01-04,80.12,81.32,82.12,21.72,-1.2,-0.8,1.6877,71.1,19.2806,20.6945,1.1265,,,1.3507,-0.6855
2024-01-05,80.19,81.35,82.15,20.82,-1.16,-0.8,1.6883,68.71,19.0902,20.4228,1.0906,,,1.285,-0.6504
2024-01-10,80.18,81.33,82.13,21.11,-1.15,-0.8,1.6882,68.12,15.7739,20.2668,1.3383,,,1.2621,-0.6312
2024-01-11,81.36,82.33,82.94,21.41,-0.97,-0.61,1.6983,57.12,16.2811,20.4236,1.315,,,0.9948,-0.4882
2024-01-12,81.31,82.29,82.94,20.27,-0.98,-0.65,1.6979,57.72,16.2851,19.9,1.2447,,,1.0011,-0.4931
2024-01-16,81.33,82.28,82.95,19.38,-0.95,-0.67,1.6981,55.94,16.0547,19.7309,1.2071,,,0.9518,-0.4674
2024-01-17,81.7,82.69,83.35,18.88,-0.99,-0.66,1.7013,58.19,16.0901,19.758,1.1734,,,0.9976,-0.4961
2024-01-18,82.51,83.39,83.96,19.41,-0.88,-0.57,1.7082,51.52,15.9847,19.3315,1.2143,,,0.8329,-0.4086
2024-01-19,83.95,84.89,85.32,19.13,-0.94,-0.43,1.7206,54.63,16.3191,19.3789,1.1722,,,0.8999,-0.4533
2024-01-22,84.83,85.86,86.26,19.03,-1.03,-0.4,1.7281,59.6,16.5088,19.3878,1.1527,,,1.0106,-0.5211
2024-01-23,84.6,85.81,86.39,17.98,-1.21,-0.58,1.7262,70.1,13.2723,19.2807,1.3547,,,1.2518,-0.6576
2024-01-25,85.76,86.98,87.59,18.21,-1.22,-0.61,1.7361,70.27,12.6521,19.2933,1.4393,,,1.246,-0.6597
2024-01-30,84.78,86.06,86.83,17.86,-1.28,-0.77,1.7277,74.09,13.1164,18.1719,1.3617,,,1.3263,-0.6974
2024-01-31,85.17,86.41,87.13,17.71,-1.24,-0.72,1.731,71.63,12.5871,18.1725,1.407,,,1.2569,-0.6642
2024-02-01,86.49,87.64,88.25,18.2,-1.15,-0.61,1.7424,66.0,12.5735,18.3921,1.4475,,,1.1139,-0.5932
2024-02-02,87.11,88.15,88.7,19.15,-1.04,-0.55,1.7477,59.51,12.6241,17.849,1.5169,,,0.9532,-0.5073
2024-02-05,87.04,88.03,88.52,21.1,-0.99,-0.49,1.7471,56.67,12.5418,17.2873,1.6824,,,0.8797,-0.4677
2024-02-06,87.54,88.4,88.87,22.23,-0.86,-0.47,1.7514,49.1,12.4999,16.6123,1.7784,,,0.6962,-0.367
2024-02-07,88.47,89.3,89.59,25.67,-0.83,-0.29,1.7594,47.18,12.6065,16.2261,2.0363,,,0.6471,-0.3439
2024-02-08,89.1,89.68,89.92,27.07,-0.58,-0.24,1.7648,32.86,12.6506,16.1707,2.1398,,,0.3079,-0.1519
2024-02-12,90.53,91.3,91.51,24.09,-0.77,-0.21,1.777,43.33,15.6279,17.2357,1.5415,,,0.5496,-0.2978
2024-02-13,91.52,92.06,92.18,23.64,-0.54,-0.12,1.7855,30.24,15.7329,17.2804,1.5026,,,0.236,-0.12
2024-02-14,93.48,94.38,94.39,24.23,-0.9,-0.01,1.8024,49.93,15.612,17.6961,1.552,,,0.695,-0.3948
2024-02-16,93.87,94.42,94.43,24.15,-0.55,-0.01,1.8057,30.46,15.4491,17.6716,1.5632,,,0.2289,-0.1235
2024-02-20,91.19,91.69,91.54,24.19,-0.5,0.15,1.7827,28.05,18.3389,18.7219,1.3191,,,0.169,-0.0858
2024-02-21,92.6,93.23,92.85,25.32,-0.63,0.38,1.7948,35.1,18.6096,18.1307,1.3606,,,0.3327,-0.1879
2024-02-23,94.93,93.49,92.62,24.94,1.44,0.87,1.8148,-79.35,18.6188,17.5631,1.3395,,,-2.3781,1.3983
2024-02-26,96.58,94.8,93.68,25.78,1.78,1.12,1.829,-97.32,18.7438,17.7858,1.3754,,,-2.7653,1.6466
2024-02-27,100.75,98.8,97.68,33.36,1.95,1.12,1.8648,-104.57,21.4157,19.4663,1.5577,,,-2.883,1.761
2024-02-28,103.07,101.08,99.72,39.8,1.99,1.36,1.8847,-105.59,21.7768,19.8002,1.8276,,,-2.8522,1.7754
2024-02-29,101.56,99.57,97.77,36.15,1.99,1.8,1.8717,-106.32,22.7326,20.1684,1.5902,,,-2.8145,1.7595
2024-03-01,95.57,93.77,82.95,33.02,1.8,10.82,1.8203,-98.88,30.0674,24.0205,1.0982,,,-2.5989,1.6021
2024-03-05,94.24,93.07,83.19,29.91,1.17,9.88,1.8089,-64.68,30.1599,24.1331,0.9917,,,-1.814,1.115
2024-03-07,99.28,97.78,84.34,36.38,1.5,13.44,1.8522,-80.98,32.0167,24.3105,1.1363,,,-2.1503,1.3395
2024-03-08,95.28,93.92,82.99,36.64,1.36,10.93,1.8178,-74.82,34.7,25.9446,1.0559,,,-1.9921,1.2266
2024-03-11,95.06,94.34,83.27,33.14,0.72,11.07,1.8159,-39.65,34.2377,25.7971,0.9679,,,-1.2224,0.7502
2024-03-13,94.9,94.34,83.96,29.73,0.56,10.38,1.8146,-30.86,34.271,25.7847,0.8675,,,-1.028,0.6244
2024-03-14,93.48,93.26,83.43,29.7,0.22,9.83,1.8024,-12.21,34.7008,25.8915,0.8559,,,-0.6273,0.3722
2024-03-18,94.57,94.26,83.81,30.85,0.31,10.45,1.8117,-17.11,34.5063,25.7615,0.894,,,-0.7281,0.4326
2024-03-19,93.34,93.12,84.0,30.38,0.22,9.12,1.8012,-12.21,34.7985,25.9411,0.873,,,-0.6207,0.364
2024-03-20,92.18,92.12,83.8,30.28,0.06,8.32,1.7912,-3.35,35.0441,26.1184,0.8641,,,-0.4301,0.2449
2024-03-21,92.21,92.26,83.92,29.44,-0.05,8.34,1.7915,2.79,34.945,26.0979,0.8425,,,-0.2984,0.1626
2024-03-22,91.53,91.85,83.95,26.26,-0.32,7.9,1.7856,17.92,34.9916,26.1739,0.7505,,,0.0223,-0.0365
2024-03-26,93.41,93.86,84.3,27.21,-0.45,9.56,1.8018,24.98,33.9561,26.2945,0.8013,,,0.1723,-0.1328
2024-03-28,91.38,91.97,83.99,24.55,-0.59,7.98,1.7843,33.07,34.3568,26.8859,0.7146,,,0.3437,-0.2346
2024-04-02,90.81,91.71,84.3,25.29,-0.9,7.41,1.7795,50.58,34.9115,27.2489,0.7244,,,0.7127,-0.4601
2024-04-03,88.98,90.18,84.1,26.2,-1.2,6.08,1.7637,68.04,34.3999,27.634,0.7616,,,1.0786,-0.6772
2024-04-04,87.14,88.57,83.52,24.9,-1.43,5.05,1.748,81.81,34.5237,28.0188,0.7212,,,1.3635,-0.8412
2024-04-05,86.25,87.82,82.65,23.44,-1.57,5.17,1.7403,90.21,34.1133,28.1139,0.6871,,,1.5321,-0.9385
2024-04-08,86.65,88.39,82.54,25.11,-1.74,5.85,1.7437,99.79,34.0411,28.0738,0.7376,,,1.7219,-1.056
2024-04-09,86.04,87.84,81.36,25.91,-1.8,6.48,1.7385,103.54,33.5078,27.986,0.7733,,,1.7857,-1.0927
2024-04-10,85.31,87.07,81.43,24.53,-1.76,5.64,1.7322,101.6,30.5343,28.0514,0.8034,,,1.7299,-1.0569
2024-04-11,83.37,85.25,80.69,30.06,-1.88,4.56,1.7156,109.58,29.7171,28.4726,1.0115,,,1.8808,-1.1362
2024-04-12,82.62,84.59,80.11,25.49,-1.97,4.48,1.7092,115.26,29.6347,28.5244,0.8601,,,1.9793,-1.1923
2024-04-16,81.29,83.09,79.14,28.32,-1.8,3.95,1.6977,106.03,25.3087,28.5252,1.119,,,1.7713,-1.0518
2024-04-17,79.56,81.33,78.54,28.52,-1.77,2.79,1.6829,105.18,25.7483,28.751,1.1076,,,1.7369,-1.0232
2024-04-18,78.1,80.61,77.41,28.56,-2.51,3.2,1.6704,150.26,25.5119,28.9713,1.1195,,,2.6222,-1.5398
2024-04-19,78.69,81.02,77.55,28.58,-2.33,3.47,1.6754,139.07,21.6068,28.944,1.3227,,,2.3553,-1.4005
2024-04-24,79.51,81.01,77.69,27.67,-1.5,3.32,1.6825,89.15,20.3421,29.0489,1.3602,,,1.345,-0.8055
2024-04-29,80.02,81.52,78.25,26.28,-1.5,3.27,1.6868,88.93,20.4072,28.847,1.2878,,,1.3305,-0.8091
2024-04-30,77.92,78.43,76.83,28.11,-0.51,1.6,1.6688,30.56,20.9739,29.2512,1.3402,,,0.1899,-0.1101
2024-05-01,76.51,75.17,76.79,29.67,1.34,-1.62,4.1418,-32.3531,21.1686,29.4425,1.4016,,,-1.0301,1.1992
2024-05-02,75.62,74.18,75.62,28.59,1.44,-1.44,4.1227,-34.9286,21.1505,29.46,1.3517,,,-1.0729,1.2617
2024-05-03,78.06,75.97,77.36,28.68,2.09,-1.39,4.175,-50.0599,23.8362,30.1711,1.2032,,,-1.3644,1.7048
2024-05-06,77.06,75.31,76.83,28.69,1.75,-1.52,4.1536,-42.1321,23.9262,30.1893,1.1991,,,-1.2045,1.4563
2024-05-07,77.5,75.75,77.26,28.5,1.75,-1.51,4.163,-42.037,23.9407,29.4943,1.1904,,,-1.198,1.4486
2024-05-08,80.06,77.7,79.19,30.02,2.36,-1.49,4.218,-55.9507,25.7279,30.2754,1.1668,,,-1.4612,1.8565
2024-05-09,78.6,76.46,78.01,18.8,2.14,-1.55,4.1866,-51.1155,25.0759,30.3361,0.7497,,,-1.3596,1.6884
2024-05-10,77.31,75.13,76.73,19.03,2.18,-1.6,4.1589,-52.4177,25.0549,30.0601,0.7595,,,-1.3741,1.7003
2024-05-13,77.63,75.63,77.12,19.23,2.0,-1.49,4.1658,-48.01,24.4714,29.9285,0.7858,,,-1.2784,1.5639
2024-05-14,74.63,74.18,75.7,19.42,0.45,-1.52,4.1014,-10.9719,25.9789,30.8179,0.7475,,,-0.5645,0.5059
2024-05-15,75.41,74.29,75.85,19.89,1.12,-1.56,4.1182,-27.1963,26.0865,30.5004,0.7625,,,-0.8686,0.9606
2024-05-16,76.24,75.19,76.8,20.28,1.05,-1.61,4.136,-25.3868,26.0876,30.3996,0.7774,,,-0.8278,0.912
2024-05-17,75.89,74.97,76.58,19.68,0.92,-1.61,4.1285,-22.2841,26.0296,30.1024,0.7561,,,-0.7634,0.8368
2024-05-20,76.03,75.01,76.63,19.75,1.02,-1.62,4.1315,-24.6884,25.9593,30.032,0.7608,,,-0.8036,0.9184
2024-05-21,76.38,75.28,76.89,19.55,1.1,-1.61,4.139,-26.5765,26.0733,29.7662,0.7498,,,-0.8335,0.986
2024-05-22,79.38,77.28,78.83,20.07,2.1,-1.55,4.2034,-49.9596,28.7842,29.527,0.6973,,,-1.2705,1.6829
2024-05-23,81.72,78.62,80.03,20.0,3.1,-1.41,4.2536,-72.8794,29.4919,29.797,0.6782,,,-1.6925,2.3624
2024-05-24,80.52,78.01,79.52,19.93,2.51,-1.51,4.2278,-59.3689,29.6804,29.7976,0.6715,,,-1.4219,1.9412
2024-05-28,82.43,79.12,80.6,20.37,3.31,-1.48,4.2688,-77.5394,30.4841,27.8625,0.6682,,,-1.7492,2.4671
2024-05-29,81.1,78.1,79.63,20.32,3.0,-1.53,4.2403,-70.7497,30.2935,27.9594,0.6708,,,-1.6047,2.2519
2024-05-30,77.76,76.51,78.29,20.89,1.25,-1.78,4.1686,-29.9861,32.0886,29.1075,0.651,,,-0.8359,1.0769
2024-05-31,76.15,75.11,76.79,22.02,1.04,-1.68,4.1341,-25.1566,32.2114,29.1778,0.6836,,,-0.741,0.9551
2024-06-03,73.15,73.35,75.18,22.43,-0.2,-1.83,4.0697,4.9144,34.0506,28.5912,0.6587,,,-0.1811,0.0986
2024-06-04,73.48,73.51,75.21,22.86,-0.03,-1.7,4.0768,0.7359,33.6202,27.6487,0.6799,,,-0.256,0.2389
2024-06-05,74.44,73.51,75.29,22.72,0.93,-1.78,4.0974,-22.6973,33.9043,27.873,0.6701,,,-0.6859,0.9691
2024-06-06,75.44,73.6,75.42,23.26,1.84,-1.82,4.1188,-44.6732,34.1513,28.0767,0.6811,,,-1.087,1.6762
2024-06-07,73.84,72.89,74.64,22.54,0.95,-1.75,4.0845,-23.2587,34.6112,28.306,0.6512,,,-0.6852,1.028
2024-06-10,71.81,71.59,73.24,24.13,0.22,-1.65,4.0409,-5.4443,35.3838,28.636,0.682,,,-0.3535,0.4768
2024-06-11,72.73,72.43,73.88,22.55,0.3,-1.45,4.0607,-7.3879,35.5479,28.789,0.6344,,,-0.3872,0.5495
2024-06-12,71.74,71.65,73.16,22.21,0.09,-1.51,4.0394,-2.2281,35.0024,28.7611,0.6345,,,-0.2904,0.3938
2024-06-13,71.35,71.79,73.31,21.68,-0.44,-1.52,4.0311,10.9151,34.7049,28.7073,0.6247,,,-0.0475,-0.02
2024-06-14,70.97,72.14,73.43,20.93,-1.17,-1.29,4.0229,29.0835,34.6044,28.6593,0.6048,,,0.287,-0.5963
2024-06-17,69.94,71.77,73.05,21.43,-1.83,-1.28,4.0008,45.7409,33.2434,28.7186,0.6446,,,0.5918,-1.1165
2024-06-18,71.03,72.76,74.05,21.33,-1.73,-1.29,4.0242,42.9899,33.5734,29.0044,0.6353,,,0.5387,-1.0286
2024-06-20,70.85,72.62,73.96,20.74,-1.77,-1.34,4.0203,44.0266,33.4789,28.9383,0.6195,,,0.5555,-1.0531
2024-06-21,68.19,72.21,73.6,21.18,-4.02,-1.39,3.9632,101.4332,33.2419,29.4708,0.6371,,,1.6055,-2.8054
2024-06-24,71.29,73.39,74.83,21.2,-2.1,-1.44,4.0298,52.1118,35.9769,30.7701,0.5893,,,0.6899,-1.2811
2024-06-25,72.6,75.07,76.42,21.65,-2.47,-1.35,4.0579,60.8689,36.2699,31.0308,0.5969,,,0.8448,-1.559
2024-06-26,72.7,75.34,76.75,21.15,-2.64,-1.41,4.06,65.0246,36.2376,30.8027,0.5836,,,0.9153,-1.6772
2024-06-27,72.02,74.58,75.99,21.17,-2.56,-1.41,4.0454,63.2818,34.5639,30.6155,0.6125,,,0.8775,-1.5991
